frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,28669,28573,32,0,4,8000,1,,0x80002000,32,32,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x0020000b,0x0000000c,0x00000000
1,P,1467,1463,32,1,8,8000,2,,0x80002000,32,32,0x0001d6d5,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x05b3e000,0x00000c00,0x00034582,0x00200003,0x0000000c,0x00000001
2,P,1323,1319,31,2,12,8000,3,,0x80001f00,32,31,0x0001e587,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x01403000,0x00000c00,0x000112c2,0x00200003,0x0000000c,0x00000002
3,P,2260,2256,29,3,16,8000,4,,0x80001d00,32,29,0x0001f464,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00703000,0x00232800,0x0000fcc2,0x00200003,0x0000000c,0x00000003
4,P,3689,3685,27,4,20,8000,5,,0x80001b00,32,27,0x00020243,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x008f2800,0x0040b000,0x0000f242,0x00200003,0x0000000c,0x00000004
5,P,3687,3683,26,5,24,8000,6,,0x80001a00,32,26,0x0001fbcd,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00b2a000,0x003e1000,0x0000d742,0x00200003,0x0000000c,0x00000005
6,P,3813,3809,25,6,28,8000,7,,0x80001900,32,25,0x00020718,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x004c5000,0x00316800,0x0000ba42,0x00200003,0x0000000c,0x00000006
7,P,4006,4002,24,7,32,8000,1,,0x80001800,32,24,0x00021242,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x0080b800,0x00473000,0x0000a8c2,0x00200003,0x0000000c,0x00000007
8,P,4015,4011,23,8,36,8000,2,,0x80001700,32,23,0x00021d38,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00c2c800,0x003ddc00,0x00009702,0x00200003,0x0000000c,0x00000008
9,P,4160,4156,22,9,40,8000,3,,0x80001600,32,22,0x0002282b,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00cda000,0x005b1800,0x000086c2,0x00200003,0x0000000c,0x00000009
10,P,4470,4466,21,10,44,8000,4,,0x80001500,32,21,0x000232f8,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00e94000,0x0040c800,0x00007d42,0x00200003,0x0000000c,0x0000000a
11,P,4911,4907,20,11,48,8000,5,,0x80001400,32,20,0x00023d73,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00d65000,0x0070f800,0x00007102,0x00200003,0x0000000c,0x0000000b
12,P,5500,5496,19,12,52,8000,6,,0x80001300,32,19,0x00024777,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00c47000,0x00614400,0x00006b82,0x00200003,0x0000000c,0x0000000c
13,P,5472,5468,18,13,56,8000,7,,0x80001200,32,18,0x000250df,0x00000000,0x000411aa,0x0000014f,0x0000066a,0x00a1f000,0x005b0400,0x00006bc2,0x00200003,0x0000000c,0x0000000d
