frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,28832,28736,32,0,0,8000,1,,0x80002000,32,32,0x001adb00,0x001adb00,0x001adb00,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x0020000b,0x0000000c,0x00000000
1,P,18064,18060,35,1,540,8000,2,,0x80002300,32,35,0x0001f4d3,0x0000963f,0x0003e9a6,0x0000014f,0x0000066a,0x04ef8800,0x00000400,0x00031f82,0x00200003,0x0000000c,0x00000001
2,P,11272,11268,37,2,1080,8000,3,,0x80002500,32,37,0x0001f3b0,0x000095e8,0x0003e760,0x0000014f,0x0000066a,0x03fbb800,0x00001800,0x00040ac2,0x00200003,0x0000000c,0x00000002
3,P,17120,17116,35,3,1620,8000,4,,0x80002300,32,35,0x0001f65e,0x000096b5,0x0003ecbc,0x0000014f,0x0000066a,0x04e07000,0x00000400,0x00049482,0x00200003,0x0000000c,0x00000003
4,P,12290,12286,36,4,2160,8000,5,,0x80002400,32,36,0x0001f5c3,0x00009687,0x0003eb86,0x0000014f,0x0000066a,0x03e2f800,0x00000c00,0x000411c2,0x00200003,0x0000000c,0x00000004
5,P,19433,19429,34,5,2700,8000,6,,0x80002200,32,34,0x0001f7fc,0x00009732,0x0003eff8,0x0000014f,0x0000066a,0x04a3c000,0x00003800,0x00047102,0x00200003,0x0000000c,0x00000005
6,P,13561,13557,35,6,3240,8000,7,,0x80002300,32,35,0x0001f5ff,0x00009699,0x0003ebfe,0x0000014f,0x0000066a,0x04392800,0x00005800,0x0003db42,0x00200003,0x0000000c,0x00000006
7,P,21139,21135,33,7,3780,8000,1,,0x80002100,32,33,0x0001f788,0x0000970f,0x0003ef10,0x0000014f,0x0000066a,0x04c49800,0x00007400,0x00045142,0x00200003,0x0000000c,0x00000007
8,P,14767,14763,34,8,4320,8000,2,,0x80002200,32,34,0x0001f464,0x0000961e,0x0003e8c8,0x0000014f,0x0000066a,0x0467d000,0x00007400,0x0003b742,0x00200003,0x0000000c,0x00000008
9,P,21292,21288,33,9,4860,8000,3,,0x80002100,32,33,0x0001f52f,0x0000965a,0x0003ea5e,0x0000014f,0x0000066a,0x0543a000,0x00007800,0x00042142,0x00200003,0x0000000c,0x00000009
10,P,14817,14813,34,10,5400,8000,4,,0x80002200,32,34,0x0001f1c3,0x00009554,0x0003e386,0x0000014f,0x0000066a,0x04336000,0x00007800,0x0003b742,0x00200003,0x0000000c,0x0000000a
11,P,21117,21113,33,11,5940,8000,5,,0x80002100,32,33,0x0001f280,0x0000958c,0x0003e500,0x0000014f,0x0000066a,0x04917800,0x00007400,0x00042ac2,0x00200003,0x0000000c,0x0000000b
12,P,14846,14842,34,12,6480,8000,6,,0x80002200,32,34,0x0001eefe,0x0000947f,0x0003ddfc,0x0000014f,0x0000066a,0x0431b000,0x00007000,0x0003c002,0x00200003,0x0000000c,0x0000000c
13,P,21127,21123,33,13,7020,8000,7,,0x80002100,32,33,0x0001efaf,0x000094b4,0x0003df5e,0x0000014f,0x0000066a,0x0548d800,0x00008800,0x00043842,0x00200003,0x0000000c,0x0000000d
14,P,14746,14742,34,14,7560,8000,1,,0x80002200,32,34,0x0001ebf2,0x00009395,0x0003d7e4,0x0000014f,0x0000066a,0x0469c000,0x00007800,0x0003b1c2,0x00200003,0x0000000c,0x0000000e
15,P,21112,21108,33,15,8100,8000,2,,0x80002100,32,33,0x0001ecab,0x000093cc,0x0003d956,0x0000014f,0x0000066a,0x0512f000,0x00008400,0x00042dc2,0x00200003,0x0000000c,0x0000000f
16,P,14811,14807,34,16,8640,8000,3,,0x80002200,32,34,0x0001e8b0,0x0000929b,0x0003d160,0x0000014f,0x0000066a,0x042f3800,0x00007000,0x0003c442,0x00200003,0x0000000c,0x00000010
17,P,21141,21137,33,17,9180,8000,4,,0x80002100,32,33,0x0001e952,0x000092cb,0x0003d2a4,0x0000014f,0x0000066a,0x05494000,0x00008800,0x00042c42,0x00200003,0x0000000c,0x00000011
18,P,14728,14724,34,18,9720,8000,5,,0x80002200,32,34,0x0001e509,0x00009182,0x0003ca12,0x0000014f,0x0000066a,0x0432a000,0x0000a000,0x0003bf82,0x00200003,0x0000000c,0x00000012
19,P,21068,21064,33,19,10260,8000,6,,0x80002100,32,33,0x0001e5ac,0x000091b3,0x0003cb58,0x0000014f,0x0000066a,0x048ec800,0x0000a400,0x00043082,0x00200003,0x0000000c,0x00000013
20,P,14723,14719,34,20,10800,8000,7,,0x80002200,32,34,0x0001e121,0x00009056,0x0003c242,0x0000014f,0x0000066a,0x0430e800,0x0000c400,0x0003c142,0x00200003,0x0000000c,0x00000014
21,P,19439,19435,34,21,11340,8000,1,,0x80002200,32,34,0x0001e1b2,0x00009082,0x0003c364,0x0000014f,0x0000066a,0x05442800,0x0000e400,0x00042c82,0x00200003,0x0000000c,0x00000015
22,P,13377,13373,35,22,11880,8000,2,,0x80002300,32,35,0x0001de34,0x00008f76,0x0003bc68,0x0000014f,0x0000066a,0x042ca800,0x0000d000,0x0003d5c2,0x00200003,0x0000000c,0x00000016
23,P,20937,20933,33,23,12420,8000,3,,0x80002100,32,33,0x0001dfec,0x00008ffa,0x0003bfd8,0x0000014f,0x0000066a,0x04a43000,0x0000d400,0x00045ac2,0x00200003,0x0000000c,0x00000017
24,P,14580,14576,34,24,12960,8000,4,,0x80002200,32,34,0x0001dacb,0x00008e70,0x0003b596,0x0000014f,0x0000066a,0x042e9000,0x0000d400,0x0003c2c2,0x00200003,0x0000000c,0x00000018
25,P,19420,19416,34,25,13500,8000,5,,0x80002200,32,34,0x0001db60,0x00008e9c,0x0003b6c0,0x0000014f,0x0000066a,0x04868000,0x00010c00,0x00043b42,0x00200003,0x0000000c,0x00000019
26,P,13290,13286,35,26,14040,8000,6,,0x80002300,32,35,0x0001d744,0x00008d61,0x0003ae88,0x0000014f,0x0000066a,0x041e5000,0x0000fc00,0x0003d042,0x00200003,0x0000000c,0x0000001a
27,P,20960,20956,33,27,14580,8000,7,,0x80002100,32,33,0x0001d912,0x00008deb,0x0003b224,0x0000014f,0x0000066a,0x055ec800,0x0000dc00,0x00045142,0x00200003,0x0000000c,0x0000001b
28,P,14511,14507,34,28,15120,8000,1,,0x80002200,32,34,0x0001d301,0x00008c19,0x0003a602,0x0000014f,0x0000066a,0x04303800,0x0000f800,0x0003c742,0x00200003,0x0000000c,0x0000001c
