# register image marker#5 @0x73826800  swreg0..400
phys=0x73826800  +0x000  swreg0    0x90101010
phys=0x73826804  +0x004  swreg1    0x00000805
phys=0x73826808  +0x008  swreg2    0x000000f0
phys=0x7382680c  +0x00c  swreg3    0xff000000
phys=0x73826810  +0x010  swreg4    0x4090004a
phys=0x73826814  +0x014  swreg5    0x3c044300
phys=0x73826818  +0x018  swreg6    0x00000003
phys=0x7382681c  +0x01c  swreg7    0x80021f00
phys=0x73826820  +0x020  swreg8    0x749ce000
phys=0x73826824  +0x024  swreg9    0x0000141f
phys=0x73826828  +0x028  swreg10   0x7541f000
phys=0x7382682c  +0x02c  swreg11   0x00000003
phys=0x73826830  +0x030  swreg12   0x73850000
phys=0x73826834  +0x034  swreg13   0x73c44800
phys=0x73826838  +0x038  swreg14   0x73e3ec00
phys=0x7382683c  +0x03c  swreg15   0x75003000
phys=0x73826840  +0x040  swreg16   0x75320000
phys=0x73826844  +0x044  swreg17   0xffd0007c
phys=0x73826848  +0x048  swreg18   0x74de5000
phys=0x7382684c  +0x04c  swreg19   0x75221000
phys=0x73826850  +0x050  swreg20   0x00000000
phys=0x73826854  +0x054  swreg21   0x00000000
phys=0x73826858  +0x058  swreg22   0x0000000c
phys=0x7382685c  +0x05c  swreg23   0xffffffff
phys=0x73826860  +0x060  swreg24   0xffffffff
phys=0x73826864  +0x064  swreg25   0xffffffff
phys=0x73826868  +0x068  swreg26   0x54551760
phys=0x7382686c  +0x06c  swreg27   0x76306300
phys=0x73826870  +0x070  swreg28   0x00000000
phys=0x73826874  +0x074  swreg29   0x00000000
phys=0x73826878  +0x078  swreg30   0x00000000
phys=0x7382687c  +0x07c  swreg31   0x00000000
phys=0x73826880  +0x080  swreg32   0x00000000
phys=0x73826884  +0x084  swreg33   0x00000000
phys=0x73826888  +0x088  swreg34   0x00000000
phys=0x7382688c  +0x08c  swreg35   0x00018e1a
phys=0x73826890  +0x090  swreg36   0x1c995f3c
phys=0x73826894  +0x094  swreg37   0x00600200
phys=0x73826898  +0x098  swreg38   0x2001e000
phys=0x7382689c  +0x09c  swreg39   0x00000000
phys=0x738268a0  +0x0a0  swreg40   0x00000000
phys=0x738268a4  +0x0a4  swreg41   0x00000000
