# register image marker#6 @0x73828800  swreg0..400
phys=0x73828800  +0x000  swreg0    0x90101010
phys=0x73828804  +0x004  swreg1    0x00000805
phys=0x73828808  +0x008  swreg2    0x000000f0
phys=0x7382880c  +0x00c  swreg3    0xff000000
phys=0x73828810  +0x010  swreg4    0x4090004a
phys=0x73828814  +0x014  swreg5    0x3c044300
phys=0x73828818  +0x018  swreg6    0x00000003
phys=0x7382881c  +0x01c  swreg7    0x80021e00
phys=0x73828820  +0x020  swreg8    0x749ce000
phys=0x73828824  +0x024  swreg9    0x0000130d
phys=0x73828828  +0x028  swreg10   0x7541f000
phys=0x7382882c  +0x02c  swreg11   0x00000004
phys=0x73828830  +0x030  swreg12   0x7403a000
phys=0x73828834  +0x034  swreg13   0x7442e800
phys=0x73828838  +0x038  swreg14   0x74628c00
phys=0x7382883c  +0x03c  swreg15   0x74de5000
phys=0x73828840  +0x040  swreg16   0x75221000
phys=0x73828844  +0x044  swreg17   0xffd0007c
phys=0x73828848  +0x048  swreg18   0x75003000
phys=0x7382884c  +0x04c  swreg19   0x75320000
phys=0x73828850  +0x050  swreg20   0x00000000
phys=0x73828854  +0x054  swreg21   0x00000000
phys=0x73828858  +0x058  swreg22   0x0000000c
phys=0x7382885c  +0x05c  swreg23   0xffffffff
phys=0x73828860  +0x060  swreg24   0xffffffff
phys=0x73828864  +0x064  swreg25   0xffffffff
phys=0x73828868  +0x068  swreg26   0x54551760
phys=0x7382886c  +0x06c  swreg27   0x76306300
phys=0x73828870  +0x070  swreg28   0x00000000
phys=0x73828874  +0x074  swreg29   0x00000000
phys=0x73828878  +0x078  swreg30   0x00000000
phys=0x7382887c  +0x07c  swreg31   0x00000000
phys=0x73828880  +0x080  swreg32   0x00000000
phys=0x73828884  +0x084  swreg33   0x00000000
phys=0x73828888  +0x088  swreg34   0x00000000
phys=0x7382888c  +0x08c  swreg35   0x00018e1a
phys=0x73828890  +0x090  swreg36   0x1c995f3c
phys=0x73828894  +0x094  swreg37   0x004c0190
phys=0x73828898  +0x098  swreg38   0x2001e000
phys=0x7382889c  +0x09c  swreg39   0x00000000
phys=0x738288a0  +0x0a0  swreg40   0x00000000
phys=0x738288a4  +0x0a4  swreg41   0x00000000
phys=0x738288a8  +0x0a8  swreg42   0x00000000
phys=0x738288ac  +0x0ac  swreg43   0x00000000
phys=0x738288b0  +0x0b0  swreg44   0x00000000
phys=0x738288b4  +0x0b4  swreg45   0x07f80200
