frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,41888,41848,26,0,4,16000,1,,0x68001a00,26,26,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x00000003,0x0000000c,0x00000000
1,P,4123,4123,26,1,8,16000,2,,0x68001a00,26,26,0x0003bef0,0x00000000,0x00082355,0x0000014f,0x0000066a,0x04477800,0x00745000,0x002f9f02,0x00000003,0x0000000c,0x00000001
2,P,3897,3897,25,2,12,16000,3,,0x68001900,26,25,0x0003dba1,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00604800,0x017e7400,0x00092ec2,0x00000003,0x0000000c,0x00000002
3,P,6420,6420,23,3,16,16000,4,,0x68001700,26,23,0x0003f89b,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a74000,0x00e0ec00,0x00096482,0x00000003,0x0000000c,0x00000003
4,P,7897,7897,21,4,20,16000,5,,0x68001500,26,21,0x000412e4,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0158d000,0x00c7d000,0x00095b42,0x00000003,0x0000000c,0x00000004
5,P,6987,6987,20,5,24,16000,6,,0x68001400,26,20,0x0004057c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00b20800,0x01ba1800,0x0008f8c2,0x00000003,0x0000000c,0x00000005
6,P,8163,8163,19,6,28,16000,7,,0x68001300,26,19,0x00041d07,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00ccb800,0x00e08c00,0x00073ec2,0x00000003,0x0000000c,0x00000006
7,P,8850,8850,18,7,32,16000,1,,0x68001200,26,18,0x00043359,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00faa000,0x00a37c00,0x00069642,0x00000003,0x0000000c,0x00000007
8,P,8200,8200,17,8,36,16000,2,,0x68001100,26,17,0x000448f4,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00ea4000,0x008a4400,0x000646c2,0x00000003,0x0000000c,0x00000008
9,P,8457,8457,16,9,40,16000,3,,0x68001000,26,16,0x00045f3c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0133d000,0x00bc1c00,0x00059142,0x00000003,0x0000000c,0x00000009
10,P,8192,8192,15,10,44,16000,4,,0x68000f00,26,15,0x0004753f,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0119e800,0x00b3f000,0x0004f742,0x00000003,0x0000000c,0x0000000a
11,P,8761,8761,14,11,48,16000,5,,0x68000e00,26,14,0x00048b89,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00b8e000,0x00839800,0x00048042,0x00000003,0x0000000c,0x0000000b
12,P,9679,9679,13,12,52,16000,6,,0x68000d00,26,13,0x0004a13c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x004c7800,0x009c3000,0x00045142,0x00000003,0x0000000c,0x0000000c
13,P,9734,9734,12,13,56,16000,7,,0x68000c00,26,12,0x0004b5fa,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00931800,0x00764400,0x0004df42,0x00000003,0x0000000c,0x0000000d
14,P,10204,10204,11,14,60,16000,1,,0x68000b00,26,11,0x0004caa9,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00af9800,0x007ac400,0x00046742,0x00000003,0x0000000c,0x0000000e
15,P,8430,8430,10,15,64,16000,2,,0x68000a00,26,10,0x0004deda,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00c73800,0x0058e400,0x0003fa02,0x00000003,0x0000000c,0x0000000f
16,P,5024,5024,10,16,68,16000,3,,0x68000a00,26,10,0x0004f4e5,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00865800,0x004f8000,0x00030702,0x00000003,0x0000000c,0x00000010
17,P,4393,4393,10,17,72,16000,4,,0x68000a00,26,10,0x00050e7c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x005a8000,0x00332400,0x00029f42,0x00000003,0x0000000c,0x00000011
18,P,4098,4098,10,18,76,16000,5,,0x68000a00,26,10,0x000528bb,0x00000000,0x00082355,0x0000014f,0x0000066a,0x006ac800,0x00352000,0x00029002,0x00000003,0x0000000c,0x00000012
19,P,3015,3015,10,19,80,16000,6,,0x68000a00,26,10,0x00054349,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00777800,0x002b6c00,0x000277c2,0x00000003,0x0000000c,0x00000013
20,P,2501,2501,10,20,84,16000,7,,0x68000a00,26,10,0x00055ef8,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00734800,0x001fe400,0x00027782,0x00000003,0x0000000c,0x00000014
21,P,2726,2726,10,21,88,16000,1,,0x68000a00,26,10,0x00057b2f,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0090b000,0x00122c00,0x00027502,0x00000003,0x0000000c,0x00000015
