frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,23451,23410,36,0,4,2000,1,,0x90002400,36,36,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x00000003,0x0000000c,0x00000000
1,P,3335,3335,36,1,8,2000,2,,0x90002400,36,36,0x00006382,0x00000000,0x0000fc68,0x0000014f,0x0000066a,0x0209a000,0x04c23000,0x00515fc2,0x00000003,0x0000000c,0x00000001
2,P,1638,1638,38,2,12,2000,3,,0x90002600,36,38,0x00006359,0x00000000,0x0000fef6,0x0000014f,0x0000066a,0x007a4800,0x020b0800,0x001cabc2,0x00000003,0x0000000c,0x00000002
3,P,2290,2290,37,3,16,2000,4,,0x90002500,36,37,0x00006504,0x00000000,0x00010289,0x0000014f,0x0000066a,0x019a2000,0x01473400,0x001ada42,0x00000003,0x0000000c,0x00000003
4,P,2726,2726,36,4,20,2000,5,,0x90002400,36,36,0x000065fc,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00d2a800,0x0165ec00,0x001bfb42,0x00000003,0x0000000c,0x00000004
5,P,1801,1801,36,5,24,2000,6,,0x90002400,36,36,0x000062d3,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x007c2000,0x05a16c00,0x001b5b02,0x00000003,0x0000000c,0x00000005
6,P,2225,2225,35,6,28,2000,7,,0x90002300,36,35,0x00006426,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x01550800,0x025cb000,0x00193f02,0x00000003,0x0000000c,0x00000006
7,P,2956,2956,34,7,32,2000,1,,0x90002200,36,34,0x00006508,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00b1a000,0x010e9c00,0x0018d382,0x00000003,0x0000000c,0x00000007
8,P,2657,2657,33,8,36,2000,2,,0x90002100,36,33,0x00006526,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x0126e000,0x00f20400,0x00199b02,0x00000003,0x0000000c,0x00000008
9,P,2942,2942,32,9,40,2000,3,,0x90002000,36,32,0x00006594,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00543000,0x01a7d000,0x00177b42,0x00000003,0x0000000c,0x00000009
10,P,2307,2307,32,10,44,2000,4,,0x90002000,36,32,0x000065b7,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x01289000,0x02850400,0x00172b82,0x00000003,0x0000000c,0x0000000a
11,P,3744,3744,31,11,48,2000,5,,0x90001f00,36,31,0x00006682,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00fe4000,0x008aa000,0x00161982,0x00000003,0x0000000c,0x0000000b
12,P,2182,2182,33,12,52,2000,6,,0x90002100,36,33,0x000065cf,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00e7d000,0x00786000,0x0016eac2,0x00000003,0x0000000c,0x0000000c
13,P,2420,2420,32,13,56,2000,7,,0x90002000,36,32,0x000066bc,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00498800,0x00bfe800,0x0016ecc2,0x00000003,0x0000000c,0x0000000d
14,P,3687,3687,31,14,60,2000,1,,0x90001f00,36,31,0x00006769,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00f3d800,0x01c15800,0x0016b842,0x00000003,0x0000000c,0x0000000e
15,P,1914,1914,33,15,64,2000,2,,0x90002100,36,33,0x000066c5,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x0136c000,0x01430c00,0x00164282,0x00000003,0x0000000c,0x0000000f
16,P,2157,2157,32,16,68,2000,3,,0x90002000,36,32,0x000067fa,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x004e9000,0x00158800,0x00166dc2,0x00000003,0x0000000c,0x00000010
17,P,2776,2776,31,17,72,2000,4,,0x90001f00,36,31,0x000068ed,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00468800,0x008fc400,0x00154882,0x00000003,0x0000000c,0x00000011
18,P,3856,3856,30,18,76,2000,5,,0x90001e00,36,30,0x0000693c,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00841000,0x00e1c400,0x0014c142,0x00000003,0x0000000c,0x00000012
19,P,1859,1859,32,19,80,2000,6,,0x90002000,36,32,0x0000686a,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x004df000,0x00192000,0x00155042,0x00000003,0x0000000c,0x00000013
20,P,2509,2509,31,20,84,2000,7,,0x90001f00,36,31,0x000069ae,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00569000,0x001b4000,0x00147a02,0x00000003,0x0000000c,0x00000014
21,P,3102,3102,30,21,88,2000,1,,0x90001e00,36,30,0x00006a43,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x0068e800,0x0293ec00,0x0014e842,0x00000003,0x0000000c,0x00000015
22,P,3328,3328,30,22,92,2000,2,,0x90001e00,36,30,0x00006a3b,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x00c18000,0x01b97c00,0x00139a82,0x00000003,0x0000000c,0x00000016
23,P,4521,4521,30,23,96,2000,3,,0x90001e00,36,30,0x000069f6,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x0116d000,0x01088800,0x00141c02,0x00000003,0x0000000c,0x00000017
24,P,3312,3312,32,24,100,2000,4,,0x90002000,36,32,0x00006874,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x008b3000,0x004ef800,0x00155b82,0x00000003,0x0000000c,0x00000018
25,P,2151,2151,32,25,104,2000,5,,0x90002000,36,32,0x00006833,0x00000000,0x0001046a,0x0000014f,0x0000066a,0x009de000,0x039b7400,0x00157042,0x00000003,0x0000000c,0x00000019
