frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,39565,39470,26,0,4,16000,1,,0x68001a00,26,26,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x0020000b,0x0000000c,0x00000000
1,P,1026,1022,26,1,8,16000,2,,0x68001a00,26,26,0x0003c188,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0407b800,0x00000c00,0x0002a702,0x00200003,0x0000000c,0x00000001
2,P,1181,1177,25,2,12,16000,3,,0x68001900,26,25,0x0003e1a9,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00562000,0x000ee800,0x00008542,0x00200003,0x0000000c,0x00000002
3,P,2330,2326,23,3,16,16000,4,,0x68001700,26,23,0x000401aa,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00495800,0x00241000,0x00007e02,0x00200003,0x0000000c,0x00000003
4,P,4043,4039,21,4,20,16000,5,,0x68001500,26,21,0x00042077,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0048d800,0x00296c00,0x00007dc2,0x00200003,0x0000000c,0x00000004
5,P,4013,4009,20,5,24,16000,6,,0x68001400,26,20,0x000416b0,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0040a800,0x0043f400,0x00007102,0x00200003,0x0000000c,0x00000005
6,P,4413,4409,19,6,28,16000,7,,0x68001300,26,19,0x0004316a,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00449000,0x002e7000,0x00005ec2,0x00200003,0x0000000c,0x00000006
7,P,4581,4577,18,7,32,16000,1,,0x68001200,26,18,0x00044bb9,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00870800,0x0041ac00,0x00005442,0x00200003,0x0000000c,0x00000007
8,P,4703,4699,17,8,36,16000,2,,0x68001100,26,17,0x000465dc,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00c30800,0x00461400,0x00004b02,0x00200003,0x0000000c,0x00000008
9,P,5235,5231,16,9,40,16000,3,,0x68001000,26,16,0x00047fde,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00dbb800,0x0048ac00,0x000047c2,0x00200003,0x0000000c,0x00000009
10,P,5152,5148,15,10,44,16000,4,,0x68000f00,26,15,0x00049952,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00c65000,0x0034f000,0x00004402,0x00200003,0x0000000c,0x0000000a
11,P,5799,5795,14,11,48,16000,5,,0x68000e00,26,14,0x0004b2dc,0x00000000,0x00082355,0x0000014f,0x0000066a,0x008d1800,0x00444400,0x00003d42,0x00200003,0x0000000c,0x0000000b
12,P,6911,6907,13,12,52,16000,6,,0x68000d00,26,13,0x0004cbba,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00691000,0x00307c00,0x00003dc2,0x00200003,0x0000000c,0x0000000c
13,P,6872,6868,12,13,56,16000,7,,0x68000c00,26,12,0x0004e36f,0x00000000,0x00082355,0x0000014f,0x0000066a,0x008e9800,0x002cb000,0x00004242,0x00200003,0x0000000c,0x0000000d
14,P,8005,8001,11,14,60,16000,1,,0x68000b00,26,11,0x0004fb2e,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0086f000,0x00302c00,0x000037c2,0x00200003,0x0000000c,0x0000000e
15,P,7419,7415,10,15,64,16000,2,,0x68000a00,26,10,0x000511c0,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0097d000,0x002e2000,0x00003e82,0x00200003,0x0000000c,0x0000000f
16,P,4225,4221,10,16,68,16000,3,,0x68000a00,26,10,0x000528ed,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00aac800,0x003ea000,0x00002842,0x00200003,0x0000000c,0x00000010
17,P,3052,3048,10,17,72,16000,4,,0x68000a00,26,10,0x0005436f,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a28000,0x00272c00,0x00002302,0x00200003,0x0000000c,0x00000011
18,P,2934,2930,10,18,76,16000,5,,0x68000a00,26,10,0x00055f29,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00830000,0x0022f800,0x00002142,0x00200003,0x0000000c,0x00000012
19,P,2373,2369,10,19,80,16000,6,,0x68000a00,26,10,0x00057b03,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00777800,0x0026b800,0x000021c2,0x00200003,0x0000000c,0x00000013
20,P,2001,1997,10,20,84,16000,7,,0x68000a00,26,10,0x00059772,0x00000000,0x00082355,0x0000014f,0x0000066a,0x005bc000,0x00296800,0x00002142,0x00200003,0x0000000c,0x00000014
21,P,2446,2442,10,21,88,16000,1,,0x68000a00,26,10,0x0005b444,0x00000000,0x00082355,0x0000014f,0x0000066a,0x004de000,0x001d7c00,0x00001e42,0x00200003,0x0000000c,0x00000015
22,P,3687,3683,10,22,92,16000,2,,0x68000a00,26,10,0x0005d0a0,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0046f000,0x002a3400,0x00002042,0x00200003,0x0000000c,0x00000016
23,P,4845,4841,10,23,96,16000,3,,0x68000a00,26,10,0x0005ebb1,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00653800,0x00089800,0x00002782,0x00200003,0x0000000c,0x00000017
24,P,4654,4650,10,24,100,16000,4,,0x68000a00,26,10,0x0006058d,0x00000000,0x00082355,0x0000014f,0x0000066a,0x0091c000,0x0008a800,0x00003b82,0x00200003,0x0000000c,0x00000018
25,P,2957,2953,10,25,104,16000,5,,0x68000a00,26,10,0x00061f9c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x008af800,0x000a2400,0x00003a02,0x00200003,0x0000000c,0x00000019
26,P,2390,2386,10,26,108,16000,6,,0x68000a00,26,10,0x00063b70,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a49000,0x00069000,0x00002542,0x00200003,0x0000000c,0x0000001a
27,P,1770,1766,10,27,112,16000,7,,0x68000a00,26,10,0x000657da,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00b11000,0x0006d800,0x000020c2,0x00200003,0x0000000c,0x0000001b
28,P,1705,1701,10,28,116,16000,1,,0x68000a00,26,10,0x000674ea,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00b7c800,0x00066000,0x00002042,0x00200003,0x0000000c,0x0000001c
29,P,2389,2385,10,29,120,16000,2,,0x68000a00,26,10,0x0006920c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00ae7000,0x00066000,0x00001fc2,0x00200003,0x0000000c,0x0000001d
30,I,74410,74315,11,28,124,16000,3,,0x68000b00,26,11,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x0407b800,0x00000c00,0x0002a702,0x0020000b,0x0000000c,0x00000000
31,P,1907,1903,10,27,128,16000,4,,0x68000a00,26,10,0x0006832e,0x00000000,0x00081f3b,0x0000014f,0x0000066a,0x00b67800,0x00066400,0x00001f02,0x00200003,0x0000000c,0x00000001
32,P,2582,2578,10,26,132,16000,5,,0x68000a00,26,10,0x0006991e,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a76000,0x00198000,0x00001e42,0x00200003,0x0000000c,0x00000002
33,P,2918,2914,10,25,136,16000,6,,0x68000a00,26,10,0x0006ae5a,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a62800,0x00132c00,0x00002342,0x00200003,0x0000000c,0x00000003
34,P,2911,2907,10,24,140,16000,7,,0x68000a00,26,10,0x0006c33c,0x00000000,0x00082355,0x0000014f,0x0000066a,0x009f4800,0x00197000,0x000025c2,0x00200003,0x0000000c,0x00000004
35,P,2425,2421,10,23,144,16000,1,,0x68000a00,26,10,0x0006d81f,0x00000000,0x00082355,0x0000014f,0x0000066a,0x00a87800,0x00198000,0x00002982,0x00200003,0x0000000c,0x00000005
