frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,23659,23563,35,0,0,1000,1,,0x90002300,36,35,0x00000000,0x00000000,0x00000000,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x0020000b,0x0000000c,0x00000000
1,P,13373,13369,38,1,540,1000,2,,0x90002600,36,38,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x04802800,0x00001800,0x00040b42,0x00200003,0x0000000c,0x00000001
2,P,10168,10164,40,2,1080,1000,3,,0x90002800,36,40,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x03bea800,0x00003000,0x000495c2,0x00200003,0x0000000c,0x00000002
3,P,7457,7453,42,3,1620,1000,4,,0x90002a00,36,42,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x0437d800,0x00002000,0x0004fa82,0x00200003,0x0000000c,0x00000003
4,P,5023,5019,44,4,2160,1000,5,,0x90002c00,36,44,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x02e83000,0x00002800,0x00054802,0x00200003,0x0000000c,0x00000004
5,P,3456,3452,46,5,2700,1000,6,,0x90002e00,36,46,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x030f9800,0x00002000,0x0005cd02,0x00200003,0x0000000c,0x00000005
6,P,2739,2735,48,6,3240,1000,7,,0x90003000,36,48,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x019fb800,0x00002800,0x000650c2,0x00200003,0x0000000c,0x00000006
7,P,2726,2722,50,7,3780,1000,1,,0x90003200,36,50,0x00000000,0x00000000,0x00000000,0x0000014f,0x0000066a,0x0340c800,0x004db000,0x00067a42,0x00200003,0x0000000c,0x00000007
8,P,2330,2326,51,8,4320,1000,2,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x01b18000,0x006a0c00,0x0006a902,0x00200003,0x0000000c,0x00000008
9,P,2287,2283,51,9,4860,1000,3,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x02e17800,0x00a33400,0x00077582,0x00200003,0x0000000c,0x00000009
10,P,2250,2246,51,10,5400,1000,4,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x01c3c000,0x017d6c00,0x00080342,0x00200003,0x0000000c,0x0000000a
11,P,2298,2294,51,11,5940,1000,5,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x014e3800,0x02d8ec00,0x00073ac2,0x00200003,0x0000000c,0x0000000b
12,P,2245,2241,51,12,6480,1000,6,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x01a23800,0x026c3400,0x000799c2,0x00200003,0x0000000c,0x0000000c
13,P,2315,2311,51,13,7020,1000,7,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x00fb2000,0x03a73400,0x00077f82,0x00200003,0x0000000c,0x0000000d
14,P,2247,2243,51,14,7560,1000,1,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x01a49800,0x03e61c00,0x0007cbc2,0x00200003,0x0000000c,0x0000000e
15,P,2212,2208,51,15,8100,1000,2,,0x90003300,36,51,0x00000000,0x00000000,0x00000000,0x0000066f,0x0000066a,0x00ba9000,0x04151400,0x00077002,0x00200003,0x0000000c,0x0000000f
