frame,type,bytes,slice_bytes,slice_qp,srcf,off,br_kbps,slot,flag,sw7,sw7_initqp,sw7_frameqp,sw105,sw106,sw107,sw172,sw173,sw243,sw244,sw247,sw6,sw22,sw11
0,I,22170,22129,37,0,4,2000,1,,0x90002500,36,37,0x0006b6c0,0x0006b6c0,0x0006b6c0,0x0000014f,0x00000662,0x00000000,0x00000000,0x00000000,0x00000003,0x0000000c,0x00000000
1,P,2073,2073,40,1,8,2000,2,,0x90002800,36,40,0x00006498,0x00001e2d,0x0000c930,0x0000014f,0x0000066a,0x02308000,0x02fd8000,0x005217c2,0x00000003,0x0000000c,0x00000001
2,P,3494,3494,38,2,12,2000,3,,0x90002600,36,38,0x0000653c,0x0000602c,0x00006a4b,0x0000014f,0x0000066a,0x007a6800,0x05c05400,0x002c1402,0x00000003,0x0000000c,0x00000002
3,P,3474,3474,39,3,16,2000,4,,0x90002700,36,39,0x00006517,0x00006009,0x00006a24,0x0000014f,0x0000066a,0x01a45800,0x02ea0400,0x001e5b02,0x00000003,0x0000000c,0x00000003
4,P,3406,3406,40,4,20,2000,5,,0x90002800,36,40,0x000064f4,0x00005fe7,0x00006a00,0x0000014f,0x0000066a,0x01d17800,0x00935800,0x001d8042,0x00000003,0x0000000c,0x00000004
5,P,2009,2009,41,5,24,2000,6,,0x90002900,36,41,0x000064d9,0x00001e41,0x0000c9b2,0x0000014f,0x0000066a,0x01374000,0x044df400,0x001d4b42,0x00000003,0x0000000c,0x00000005
6,P,3263,3263,39,6,28,2000,7,,0x90002700,36,39,0x00006595,0x00006080,0x00006aa9,0x0000014f,0x0000066a,0x0196b000,0x0312a800,0x001a2e42,0x00000003,0x0000000c,0x00000006
7,P,3258,3258,39,7,32,2000,1,,0x90002700,36,39,0x00006593,0x0000607e,0x00006aa7,0x0000014f,0x0000066a,0x00ed2800,0x0170c000,0x0019f702,0x00000003,0x0000000c,0x00000007
8,P,3040,3040,39,8,36,2000,2,,0x90002700,36,39,0x00006592,0x0000607d,0x00006aa6,0x0000014f,0x0000066a,0x0109b000,0x02385800,0x0018d5c2,0x00000003,0x0000000c,0x00000008
9,P,3196,3196,38,9,40,2000,3,,0x90002600,36,38,0x000065b4,0x0000609e,0x00006ac9,0x0000014f,0x0000066a,0x00e74800,0x0011e800,0x00183ac2,0x00000003,0x0000000c,0x00000009
10,P,3064,3064,38,10,44,2000,4,,0x90002600,36,38,0x000065be,0x000060a7,0x00006ad4,0x0000014f,0x0000066a,0x00b30800,0x00a9ac00,0x0016af02,0x00000003,0x0000000c,0x0000000a
11,P,3388,3388,37,11,48,2000,5,,0x90002500,36,37,0x000065de,0x000060c6,0x00006af5,0x0000014f,0x0000066a,0x01040000,0x003a6400,0x0015f1c2,0x00000003,0x0000000c,0x0000000b
12,P,3858,3858,37,12,52,2000,6,,0x90002500,36,37,0x000065c8,0x000060b1,0x00006ade,0x0000014f,0x0000066a,0x00fee800,0x003c7000,0x00166f82,0x00000003,0x0000000c,0x0000000c
13,P,3178,3178,39,13,56,2000,7,,0x90002700,36,39,0x0000655d,0x0000604b,0x00006a6e,0x0000014f,0x0000066a,0x00bdb800,0x00a6e000,0x0015fe02,0x00000003,0x0000000c,0x0000000d
14,P,2751,2751,39,14,60,2000,1,,0x90002700,36,39,0x00006569,0x00006056,0x00006a7b,0x0000014f,0x0000066a,0x0106c000,0x013e8400,0x0014a602,0x00000003,0x0000000c,0x0000000e
15,P,1500,1500,37,15,64,2000,2,,0x90002500,36,37,0x000065c5,0x00001e87,0x0000cb8a,0x0000014f,0x0000066a,0x008da800,0x0071ec00,0x0014c902,0x00000003,0x0000000c,0x0000000f
16,P,3307,3307,35,16,68,2000,3,,0x90002300,36,35,0x00006714,0x000061ec,0x00006c3b,0x0000014f,0x0000066a,0x0054a800,0x001eb400,0x0013cf82,0x00000003,0x0000000c,0x00000010
17,P,3379,3379,35,17,72,2000,4,,0x90002300,36,35,0x00006712,0x000061ea,0x00006c39,0x0000014f,0x0000066a,0x00a24000,0x00b90000,0x00129302,0x00000003,0x0000000c,0x00000011
18,P,1447,1447,35,18,76,2000,5,,0x90002300,36,35,0x00006702,0x00001ee7,0x0000ce04,0x0000014f,0x0000066a,0x00ca6000,0x00f21400,0x0011c3c2,0x00000003,0x0000000c,0x00000012
19,P,3602,3602,33,19,80,2000,6,,0x90002100,36,33,0x0000687d,0x00006343,0x00006db6,0x0000014f,0x0000066a,0x006a8800,0x00373000,0x00116842,0x00000003,0x0000000c,0x00000013
20,P,3423,3423,34,20,84,2000,7,,0x90002200,36,34,0x00006847,0x00006310,0x00006d7d,0x0000014f,0x0000066a,0x0091c000,0x00d6ec00,0x00110cc2,0x00000003,0x0000000c,0x00000014
